key,hhid,village,county_code,consent,enum_code,duration,comments,p_size_unit,p_sizea,p_sizeh,p_sizem,p_sizep1,p_sizep2,p_size_acres,exp_3,exp_4,exp_b1,exp_b2,exp_b3,exp_b4,exp_b5,ffertl,fertypel1,fertypeol1,fertypel2,fertypeol2,fertypel3,fertypeol3,fertamtl1,fertunitl1b,fertamtl2,fertunitl2b,fertamtl3,fertunitl3,exp_5,exp_6,exp_c1,exp_c2,exp_c3,exp_c4,exp_c5,exp_probe,exp_7,exp_8,exp_d1,exp_d2,exp_d3,exp_d4,exp_d5,conf1,conf2,conf3,conf4,conf5,conf6,conf7,conf8,conf9,conf10,conf11,placement1,placement2,placement3,placement4,placement5,purchase_nr,purchase1_distance,trust1,trust2,purchase2_distance,trust3,trust4,purchase3_distance,trust5,trust6,purchase_nr2,purchase4_distance,trust7,trust8,purchase5_distance,trust9,trust10,purchase6_distance,trust11,trust12,aspirations1,aspirations2,aspirations3,aspirations4,aspirations5,aspirations6,aspirations7,aspirations8,aspirations9,aspirations10,aspirations11,aspirations12,aspirations13,dap_price,can_price,lime_price,order1,order2,order3,submissiondate,starttime,endtime,purchase1_landmark_code,purchase2_landmark_code,purchase3_landmark_code,purchase4_landmark_code,purchase5_landmark_code,purchase6_landmark_code,purchase1_other_code,purchase2_other_code,purchase3_other_code,purchase4_other_code,purchase5_other_code,purchase6_other_code,purchase1_location_code,purchase2_location_code,purchase3_location_code,purchase4_location_code,purchase5_location_code,purchase6_location_code,purchase1_name_code,purchase2_name_code,purchase3_name_code,purchase4_name_code,purchase5_name_code,purchase6_name_code
uuid:2eb3f148-0185-4b35-a250-16fbdf067ca6,2319,102,1,Yes,3,2749,,acres,1,,,,,1,.5,4,3,4,5,3,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,4,5,A little less than others,Sometimes,The same as others,1,6 km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,21mar2017 00:37:04,17mar2017 00:42:55,17mar2017 01:28:45,79,,,,,,2,,,,,,8,,,,,,15,,,,,
uuid:0f0bb009-9baa-4e47-9bc4-f5c18fc22576,1905,102,1,Yes,3,891,,acres,1.5,,,,,1.5,1,4,4,6,3,4,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Kills pests,5,31,6,6,A little less than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,3000,1000,1000,21mar2017 00:37:06,17mar2017 02:25:04,21mar2017 00:08:57,,,,,,,,,,,,,,,,,,,,,,,,
uuid:ffbd526e-9e27-4553-8596-3f64b72515ee,1503,81,1,Yes,3,448,,acres,1,,,,,1,.2,1.5,2,5,4,5,4,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,5,2,6,5,A little less than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,2500,500,21mar2017 00:37:07,20mar2017 01:24:24,21mar2017 00:09:07,,,,,,,,,,,,,,,,,,,,,,,,
uuid:3b8e448c-3187-4cfb-8189-7e755349de0d,1509,81,1,Yes,3,796,,acres,.75,,,,,.75,.25,5,4,3,5,2,6,Yes,DAP,,None,,,,10,kg,,,,,1,12,4,4,3,5,4,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,2,7,6,A little higher than others,Rarely,A little less than others,1,1 km,No,Completely trust their product,,,,,,,1,1 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,2250,2250,500,21mar2017 00:37:09,20mar2017 02:39:23,20mar2017 02:52:39,59,,,57,,,35,,,31,,,24,,,22,,,92,,,79,,
uuid:12551175-67b6-4c50-8263-5d0d26868979,2316,102,1,Yes,4,551,,acres,3,,,,,3,5,15,2,2,1,4,11,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,Don't know,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 3,31,5,5,A little higher than others,Sometimes,A little more than others,1,3km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,21mar2017 00:40:08,17mar2017 01:16:07,17mar2017 01:25:19,39,,,,,,37,,,,,,7,,,,,,15,,,,,
uuid:43e7da54-9293-48b9-9c1d-0eb672c1a7c3,1913,102,1,Yes,4,441,,acres,1,,,,,1,.25,2,2,1,1,2,14,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,Don't know,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,2 4,31,5,10,About same as others,Never,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,21mar2017 00:40:10,17mar2017 02:34:52,17mar2017 02:42:13,,,,,,,,,,,,,,,,,,,,,,,,
uuid:fbd8ec83-7ae9-4151-988e-6e29bf917892,1494,81,1,Yes,4,483,,acres,1,,,,,1,.5,2,2,2,2,2,12,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 3,31,5,5,About same as others,Rarely,The same as others,1,1km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2000,500,21mar2017 00:40:11,20mar2017 01:27:47,20mar2017 01:35:51,47,,,,,,37,,,,,,25,,,,,,92,,,,,
uuid:a2799f44-1c44-4465-9d1c-9c18e898c648,1500,81,1,Yes,4,437,,acres,.75,,,,,.75,1,2.5,2,1,2,12,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 4,31,5,8,A little higher than others,Rarely,A little less than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,1500,1000,21mar2017 00:40:13,20mar2017 03:20:17,20mar2017 03:27:34,,,,,,,,,,,,,,,,,,,,,,,,
uuid:071884e9-edca-4971-92b1-d0de4cc21238,1510,81,1,Yes,2,731,,acres,.5,,,,,.5,1,2,3,4,4,4,5,Yes,NPK (20:10:10),,manure,,None,,25,kg,15,debe,,,1,2.5,2,4,4,4,6,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,31,5,6,About same as others,Sometimes,The same as others,1,0.1,No,Completely trust their product,,,,,,,1,Na,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,21mar2017 00:41:47,20mar2017 01:32:10,21mar2017 00:10:43,96,,,36,,,20,,,20,,,27,,,20,,,42,,,74,,
uuid:860fa72b-3ed4-4018-bd29-1e72dfaabba3,1512,81,1,Yes,2,559,,acres,.25,,,,,.25,0,.5,4,4,4,4,4,Yes,NPK (20:10:10),,None,,,,8,kg,,,,,.5,1,4,4,4,4,4,Farmer has no idea,,,,,,,,A lot less than others,Don't know,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,2,31,2,10,Much higher than others,Very often,A lot more than others,0,,,,,,,,,,1,Na,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,21mar2017 00:41:49,20mar2017 03:05:24,20mar2017 03:14:43,,,,36,,,,,,20,,,,,,20,,,,,,16,,
uuid:1bf6fb5d-0001-4bf3-bb3a-d6d9481348c6,1597,86,1,Yes,1,731,media\Comments-1bf6fb5d-0001-4bf3-bb3a-d6d9481348c6.csv,acres,1.5,,,,,1.5,3,7,3,5,5,5,2,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2 5,4,5,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,3000,0,21mar2017 12:54:51,21mar2017 01:32:19,21mar2017 01:44:30,,,,,,,,,,,,,,,,,,,,,,,,
uuid:5a8b2ff0-f0bc-4c6e-bb01-1ecc2131d2e8,1607,86,1,Yes,1,557,,acres,.75,,,,,.75,1,2,2,3,7,3,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,31,2 5,5,10,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,3000,1000,1000,21mar2017 12:54:53,21mar2017 02:34:57,21mar2017 02:44:14,,,,,,,,,,,,,,,,,,,,,,,,
uuid:7e84d8e0-1aae-4cb1-b8b3-e7c1775b9f5f,1609,86,1,Yes,1,1001,media\Comments-7e84d8e0-1aae-4cb1-b8b3-e7c1775b9f5f.csv,acres,.60000002,,,,,.6000000238418579102,.25,.75,1,2,3,5,9,Yes,manure,,NPK(23:23:0),,None,,15,wheelbarrow,25,kg,,,.25,1.75,2,3,3,7,5,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2 5,5,8,About same as others,Sometimes,A little more than others,0,,,,,,,,,,1,1.5,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,21mar2017 12:54:54,21mar2017 03:54:23,21mar2017 04:11:04,,,,61,,,,,,33,,,,,,30,,,,,,75,,
uuid:c8d2102e-fc9c-4e41-afe5-f5cb38628608,1611,86,1,Yes,2,793,,acres,2,,,,,2,0,5,3,3,3,6,5,Yes,NPK (20:10:10),,None,,,,2,50 kg bags,,,,,10,20,2,3,3,6,6,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,5,10,3,A little less than others,Rarely,A little less than others,1,2,Yes,Completely trust their product,,,,,,,1,Na,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,3000,2000,0,21mar2017 13:17:43,21mar2017 01:49:18,21mar2017 13:08:16,24,,,36,,,20,,,20,,,33,,,20,,,41,,,76,,
uuid:b6ac5ec8-c3e0-47e1-8dcb-11b916d3f684,1600,86,1,Yes,2,1403,media\Comments-b6ac5ec8-c3e0-47e1-8dcb-11b916d3f684.csv,acres,4,,,,,4,7,17,1,2,3,4,10,Yes,NPK (20:10:10),,manure,,None,,1,50 kg bags,20,debe,,,10,40,1,2,2,5,10,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,31,5,7,5,About same as others,Never,The same as others,1,20,No,Completely trust their product,,,,,,,1,Na,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,21mar2017 13:17:45,21mar2017 02:49:04,21mar2017 13:13:07,15,,,36,,,20,,,20,,,7,,,20,,,6,,,76,,
uuid:ca1198f7-d62a-400d-9586-5e75ed02698b,1604,86,1,Yes,4,342,,acres,3,,,,,3,1,3,2,1,14,2,1,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 4,31,5,5,About same as others,Never,A lot less than others,1,2 km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,21mar2017 23:37:19,21mar2017 01:22:01,21mar2017 01:27:43,67,,,,,,37,,,,,,33,,,,,,34,,,,,
uuid:ecad31f7-ba89-4541-9891-8bf3f73c2d29,2326,86,1,Yes,4,399,,acres,2,,,,,2,2,8,2,0,0,12,6,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 4,31,5,5,About same as others,Almost all the time,A little more than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,21mar2017 23:37:23,21mar2017 02:32:43,21mar2017 02:39:22,,,,,,,,,,,,,,,,,,,,,,,,
uuid:d9a51d0e-452a-4289-96bb-a3e1cef61515,1614,86,1,Yes,4,386,,acres,3,,,,,3,2,8,2,1,1,14,2,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,Don't know,Higher,Don't know,-99,-99,Don't know,Don't know,Don't know,2 5,31,5,5,Much higher than others,Rarely,The same as others,1,2 km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,2000,1000,21mar2017 23:37:27,21mar2017 04:05:13,21mar2017 04:11:39,68,,,,,,18,,,,,,35,,,,,,35,,,,,
uuid:078faddd-442a-4291-bbf1-94330f2576cd,1602,86,1,Yes,3,583,,acres,3,,,,,3,1.5,10,3,5,4,3,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,31,4,5,About same as others,Sometimes,A little less than others,1,0.5 km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,21mar2017 23:39:05,21mar2017 02:11:42,21mar2017 23:37:02,66,,,,,,40,,,,,,33,,,,,,33,,,,,
uuid:e26c31b5-9f3c-4959-924f-81d6baecc0da,2328,86,1,Yes,3,1147,,acres,2,,,,,2,1.5,12,3,5,4,5,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Not-acidic,50,50,When plant is knee high,Don't know,Don't know,2,2,6,5,A little higher than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,3000,2000,0,21mar2017 23:39:07,21mar2017 03:49:24,21mar2017 04:08:31,,,,,,,,,,,,,,,,,,,,,,,,
uuid:be1dabb4-9006-42f9-b1a7-2316d6d1213b,1610,86,1,Yes,3,396,,acres,1,,,,,1,0,2,4,3,4,5,4,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,2 3,5,6,5,A little less than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,3000,2000,0,21mar2017 23:39:29,21mar2017 01:16:05,21mar2017 01:22:41,,,,,,,,,,,,,,,,,,,,,,,,
uuid:06d7c5a6-7653-41ac-a030-3b72f51bf597,1094,59,1,Yes,1,1050,media\Comments-06d7c5a6-7653-41ac-a030-3b72f51bf597.csv,acres,.60000002,,,,,.6000000238418579102,.5,4.5,1,2,2,5,10,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,31,31,5,5,A little higher than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,0,0,0,23mar2017 12:28:44,22mar2017 00:38:54,22mar2017 01:20:55,,,,,,,,,,,,,,,,,,,,,,,,
uuid:aed05418-13fc-4b46-88c6-d498da110561,1092,59,1,Yes,1,1186,media\Comments-aed05418-13fc-4b46-88c6-d498da110561.csv,acres,1.5,,,,,1.5,1,6,1,3,4,5,7,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2 5,6,8,About same as others,Sometimes,The same as others,1,2,No,Trust the product a lot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,1500,1500,23mar2017 12:28:45,22mar2017 01:26:28,22mar2017 01:46:15,63,,,,,,40,,,,,,33,,,,,,1,,,,,
uuid:5e54f9a6-4a3d-49ca-bafb-7f749b52f490,1088,59,1,Yes,1,709,media\Comments-5e54f9a6-4a3d-49ca-bafb-7f749b52f490.csv,acres,.80000001,,,,,.8000000119209289551,3,8,1,2,7,7,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,31,31,2,5,About same as others,Sometimes,A little less than others,1,1.5,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,0,0,0,23mar2017 12:28:47,22mar2017 02:58:49,22mar2017 03:10:37,63,,,,,,40,,,,,,33,,,,,,38,,,,,
uuid:e71cc16d-11e1-4a96-ba85-86228bc8e1ca,1089,59,1,Yes,1,1671,,acres,2,,,,,2,1.5,6,2,3,12,2,1,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,31,31,5,10,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,0,0,0,23mar2017 12:28:48,22mar2017 03:38:29,22mar2017 04:06:21,,,,,,,,,,,,,,,,,,,,,,,,
uuid:3a408540-9569-4a45-abad-0c89cc410fbc,1341,73,1,Yes,1,610,media\Comments-3a408540-9569-4a45-abad-0c89cc410fbc.csv,acres,1,,,,,1,.5,5,3,3,4,5,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,False,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,31,2 5,4,6,About same as others,Sometimes,The same as others,1,12,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,3000,1000,1000,23mar2017 12:28:50,22mar2017 05:33:20,22mar2017 05:43:30,63,,,,,,40,,,,,,52,,,,,,1,,,,,
uuid:aa2847ff-a645-449e-aae3-5ff1e6cb00fa,1637,88,1,Yes,1,64626,media\Comments-aa2847ff-a645-449e-aae3-5ff1e6cb00fa.csv,acres,.30000001,,,,,.3000000119209289551,1,2,1,1,8,5,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2 5,6,10,About same as others,Sometimes,The same as others,0,,,,,,,,,,1,2.5,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:28:52,22mar2017 06:55:39,23mar2017 00:53:46,,,,61,,,,,,33,,,,,,23,,,,,,73,,
uuid:7454e153-1599-47ce-8281-59fdd5ca1270,1629,88,1,Yes,1,2502,media\Comments-7454e153-1599-47ce-8281-59fdd5ca1270.csv,acres,.5,,,,,.5,1,4,2,3,7,5,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2 5,5,5,A little higher than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,0,5000,0,23mar2017 12:28:53,23mar2017 01:44:36,23mar2017 02:28:36,,,,,,,,,,,,,,,,,,,,,,,,
uuid:0d9ebde0-d852-4717-be1c-e5469abb2e86,1097,59,1,Yes,3,965,,acres,2,,,,,2,1,15,2,4,5,6,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Not-acidic,25,25,When plant is knee high,Don't know,Reduces acidity of soil,2 4,2 3 5,7,5,About same as others,Rarely,A little less than others,1,0.75 km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2125,1500,1375,23mar2017 12:31:56,22mar2017 00:53:01,22mar2017 01:09:06,78,,,,,,40,,,,,,34,,,,,,36,,,,,
uuid:8e184155-85d1-40fb-9c4a-56924fb38ad3,2324,73,1,Yes,3,323,,acres,.5,,,,,.5,.5,5,4,3,4,4,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,4,5,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2000,500,23mar2017 12:31:57,22mar2017 03:19:15,22mar2017 03:24:38,,,,,,,,,,,,,,,,,,,,,,,,
uuid:943b0043-45dc-4d26-a1b3-9194c6211350,1337,73,1,Yes,3,492,,acres,.5,,,,,.5,.5,6,4,5,3,5,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2,5,5,A little less than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:31:59,22mar2017 03:57:09,23mar2017 02:55:47,,,,,,,,,,,,,,,,,,,,,,,,
uuid:bce1e42b-d707-41ba-b087-55120267339f,1342,73,1,Yes,3,528,,acres,.5,,,,,.5,.2,5,2,5,3,5,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,5,5,A little less than others,Sometimes,The same as others,1,1 km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,1500,1000,23mar2017 12:32:01,22mar2017 05:07:19,22mar2017 05:16:08,83,,,,,,35,,,,,,34,,,,,,36,,,,,
uuid:7c36b06b-51ed-4483-ba36-caa86d4fe573,1635,88,1,Yes,3,720,,acres,2.5,,,,,2.5,.5,4,4,3,2,5,6,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2,5,5,A little less than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,2000,1000,23mar2017 12:32:03,23mar2017 00:49:26,23mar2017 01:01:27,,,,,,,,,,,,,,,,,,,,,,,,
uuid:1d0c5b39-9b2c-446c-91e3-1cb0e2ab051b,1632,88,1,Yes,3,471,,acres,1.5,,,,,1.5,.89999998,5,4,4,3,4,5,Yes,manure,,None,,,,5,cart (hand/donkey),,,,,1,8,1,2,5,7,5,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Not-acidic,50,50,When plant is knee high,Don't know,Don't know,2,5,7,5,A little higher than others,Rarely,A little less than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:32:05,23mar2017 01:49:21,23mar2017 01:57:12,,,,,,,,,,,,,,,,,,,,,,,,
uuid:06a643e9-f8e2-4921-a12e-953882b79ffb,1640,88,1,Yes,3,811,,acres,1,,,,,1,1,4,3,3,5,5,4,Yes,DAP,,None,,,,50,kg,,,,,2,10,3,5,4,3,5,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,2,7,6,About same as others,Rarely,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,3200,1600,200,23mar2017 12:32:07,23mar2017 02:56:30,23mar2017 03:10:01,,,,,,,,,,,,,,,,,,,,,,,,
uuid:2dddb58a-6384-4962-aef5-43ee2c786b7b,1095,59,1,Yes,2,697,,acres,2,,,,,2,0,3,5,4,4,3,4,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,5,5,7,A little less than others,Very often,A little more than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:36:23,22mar2017 00:54:30,22mar2017 01:06:07,,,,,,,,,,,,,,,,,,,,,,,,
uuid:4b105d0c-45a0-4f5f-870f-983c4d36f4f5,1090,59,1,Yes,2,1014,media\Comments-4b105d0c-45a0-4f5f-870f-983c4d36f4f5.csv,acres,1,,,,,1,1,4,5,2,2,3,8,Yes,NPK (20:20:0),,None,,,,.75,50 kg bags,,,,,1,3,2,2,5,3,8,Farmer has no idea,,,,,,,,A lot less than others,True,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,2,31,2,10,About same as others,Sometimes,A lot more than others,0,,,,,,,,,,1,Na,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:36:25,22mar2017 01:55:36,22mar2017 02:12:30,,,,36,,,,,,20,,,,,,20,,,,,,76,,
uuid:f0b27d96-2bbd-49d9-8bdd-a1f1cd5e3aab,1087,59,1,Yes,2,605,media\Comments-f0b27d96-2bbd-49d9-8bdd-a1f1cd5e3aab.csv,acres,4,,,,,4,8,15,2,2,3,3,10,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,31,31,10,10,About same as others,Never,A lot less than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,3000,2000,0,23mar2017 12:36:27,22mar2017 03:02:02,22mar2017 03:12:07,,,,,,,,,,,,,,,,,,,,,,,,
uuid:0c742a0d-ee18-4f2f-a6bd-fc14476eeb77,1334,73,1,Yes,2,616,media\Comments-0c742a0d-ee18-4f2f-a6bd-fc14476eeb77.csv,acres,4.8000002,,,,,4.800000190734863281,10,30,5,4,3,5,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,False,Lower,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,31,31,6,6,About same as others,Never,A lot less than others,1,0.5,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,0,0,0,23mar2017 12:36:28,22mar2017 05:19:46,22mar2017 05:30:02,37,,,,,,12,,,,,,30,,,,,,46,,,,,
uuid:6195fda6-a6ab-4142-b59a-c00b8e974658,1331,73,1,Yes,2,1381,,acres,5,,,,,5,15,30,4,4,4,4,4,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,31,4,5,About same as others,Rarely,A little less than others,1,4,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:36:30,22mar2017 07:14:46,22mar2017 12:03:00,15,,,,,,20,,,,,,51,,,,,,23,,,,,
uuid:5c928916-3cd8-490f-ac6d-b5a43ac99530,1641,88,1,Yes,2,693,,acres,1,,,,,1,2,5,3,4,4,5,4,Yes,manure,,None,,,,20,debe,,,,,3,7,3,3,5,5,4,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,7,7,About same as others,Sometimes,A little less than others,1,2,No,Trust the product a lot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:36:32,23mar2017 00:47:10,23mar2017 02:32:57,25,,,,,,20,,,,,,23,,,,,,10,,,,,
