key,hhid,village,county_code,consent,enum_code,duration,comments,p_size_unit,p_sizea,p_sizeh,p_sizem,p_sizep1,p_sizep2,p_size_acres,exp_3,exp_4,exp_b1,exp_b2,exp_b3,exp_b4,exp_b5,ffertl,fertypel1,fertypeol1,fertypel2,fertypeol2,fertypel3,fertypeol3,fertamtl1,fertunitl1b,fertamtl2,fertunitl2b,fertamtl3,fertunitl3,exp_5,exp_6,exp_c1,exp_c2,exp_c3,exp_c4,exp_c5,exp_probe,exp_7,exp_8,exp_d1,exp_d2,exp_d3,exp_d4,exp_d5,conf1,conf2,conf3,conf4,conf5,conf6,conf7,conf8,conf9,conf10,conf11,placement1,placement2,placement3,placement4,placement5,purchase_nr,purchase1_distance,trust1,trust2,purchase2_distance,trust3,trust4,purchase3_distance,trust5,trust6,purchase_nr2,purchase4_distance,trust7,trust8,purchase5_distance,trust9,trust10,purchase6_distance,trust11,trust12,aspirations1,aspirations2,aspirations3,aspirations4,aspirations5,aspirations6,aspirations7,aspirations8,aspirations9,aspirations10,aspirations11,aspirations12,aspirations13,dap_price,can_price,lime_price,order1,order2,order3,submissiondate,starttime,endtime,purchase1_landmark_code,purchase2_landmark_code,purchase3_landmark_code,purchase4_landmark_code,purchase5_landmark_code,purchase6_landmark_code,purchase1_other_code,purchase2_other_code,purchase3_other_code,purchase4_other_code,purchase5_other_code,purchase6_other_code,purchase1_location_code,purchase2_location_code,purchase3_location_code,purchase4_location_code,purchase5_location_code,purchase6_location_code,purchase1_name_code,purchase2_name_code,purchase3_name_code,purchase4_name_code,purchase5_name_code,purchase6_name_code
uuid:6db8baf6-a728-494c-9d6e-a4c4eed826a4,2316,102,1,Yes,1,3893,,acres,1,,,,,1,.5,24,3,6,4,5,2,Yes,DAP,,manure,,None,,1,kg,1,kg,,,0,30,0,1,6,6,7,,0,35,0,1,6,6,7,A little more than others,True,The same,Not-acidic,-9,-9,When plant is knee high,1-2 months before planting,Reduces acidity of soil,1 5,2 4,6,6,About same as others,Very often,A little less than others,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,80,60,5,20,25,0,16feb2017 03:50:16,16feb2017 02:52:24,16feb2017 03:57:17,,,,,,,,,,,,,,,,,,,,,,,,
uuid:8a0669a4-1357-4442-9277-f84bd8fbe234,443,26,1,Yes,4,5892,media\Comments-8a0669a4-1357-4442-9277-f84bd8fbe234.csv,acres,1,,,,,1,.5,24,2,6,4,5,3,Yes,DAP,,CAN (26:0:0),,None,,30,kg,40,kg,,,1,35,0,1,6,6,7,,1,35,0,1,6,6,7,A little more than others,Don't know,The same,Don't know,-9,-9,When plant is knee high,1-2 months before planting,Kills pests,3,1 2,5,2,Much higher than others,Sometimes,The same as others,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,80,60,5,50,0,30,16feb2017 04:01:15,16feb2017 02:26:07,16feb2017 04:05:02,,,,,,,,,,,,,,,,,,,,,,,,
uuid:8683924b-a2be-49d3-9bfe-b8369f524fd5,2316,102,2,Yes,1,5980,,acres,1,,,,,1,.5,24,2,6,4,5,3,Yes,DAP,,manure,,None,,30,kg,15,wheelbarrow,,,0,35,0,1,6,6,7,,0,35,0,1,6,6,7,A little more than others,Don't know,The same,Don't know,50,50,When plant is knee high,1-2 months before planting,Don't know,5,3,5,5,About same as others,Rarely,A little less than others,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,80,60,5,3,5,8,16feb2017 04:04:27,16feb2017 02:23:50,16feb2017 04:04:26,,,,,,,,,,,,,,,,,,,,,,,,
uuid:d7759eed-f16c-4187-b539-c0e684ab0fda,2316,102,1,Yes,4,6929,,acres,1,,,,,1,.5,24,2,6,4,5,3,Yes,DAP,,manure,,None,,30,kg,15,wheelbarrow,,,0,35,0,1,6,6,7,,0,35,0,1,6,6,7,A little more than others,Don't know,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,5,2 3,5,2,A little higher than others,Sometimes,A little less than others,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,80,60,5,30,30,0,16feb2017 04:09:57,16feb2017 02:14:07,16feb2017 04:09:36,,,,,,,,,,,,,,,,,,,,,,,,
uuid:0a6608ab-2b70-42dd-92a4-6ffbbf5babf9,590,33,2,Yes,2,2314,,acres,1,,,,,1,2,4,2,3,4,5,6,Yes,DAP,,CAN (26:0:0),,None,,4,kg,6,kg,,,3,6,0,3,4,6,7,Farmer has no idea,,,,,,,,A lot more than others,True,Lower,Extremely acidic,-99,-99,When plant is knee high,Don't know,Don't know,2,2,4,8,A little higher than others,Rarely,A little more than others,1,0.5,No,Completely trust their product,,,,,,,1,0.5,No,Completely trust their product,Na,No,Completely trust their product,Na,No,Completely trust their product,,,,,,,,,,,,,,60,44,5,3000,2000,0,06mar2017 12:04:11,06mar2017 01:19:54,06mar2017 11:58:18,27,,,27,3,3,,,,11,2,3,14,,,13,5,3,49,,,33,8,3
uuid:ce19210a-674b-4781-a7f4-ad6f672aee73,882,107,2,Yes,2,2230,,acres,1,,,,,1,3,7,4,3,3,6,4,Yes,DAP,,None,,,,37,kg,,,,,6,10,3,3,3,4,7,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,50,25,When plant is knee high,Don't know,Don't know,2,31,5,5,About same as others,Sometimes,A little more than others,1,6,Yes,Trust the product a lot,,,,,,,1,2,No,Completely trust their product,Na,No,Trust the product a lot,Na,No,Completely trust their product,,,,,,,,,,,,,,60,44,5,3000,2000,0,06mar2017 12:04:13,06mar2017 03:46:06,06mar2017 12:02:20,84,,,12,3,3,54,,,13,2,3,18,,,17,5,3,50,,,58,8,3
uuid:936c865e-6d9a-4c8c-af42-bf41c287302d,596,33,2,Yes,1,2789,media\Comments-936c865e-6d9a-4c8c-af42-bf41c287302d.csv,acres,1,,,,,1,2,10,3,4,3,8,2,Yes,DAP,,UREA (46:0:0),,None,,1,50 kg bags,1,50 kg bags,,,5,15,2,5,8,3,2,Proceed,5,15,2,3,8,4,3,The same as others,True,Lower,Not-acidic,50,50,When plant is knee high,When plant is shoulder high,Kills pests,2 3,2,10,10,About same as others,Rarely,The same as others,1,.3,Yes,Trust the product a lot,,,,,,,1,5,No,Completely trust their product,N/A,No,Completely trust their product,N/A,Yes,Completely trust their product,,,,,,,,,,,,,,60,44,5,2000,1500,1500,06mar2017 22:59:11,06mar2017 01:03:41,06mar2017 10:50:13,63,,,2,2,1,40,,,1,1,1,15,,,44,4,1,73,,,1,7,1
uuid:cc6df6e2-6a5a-496e-a5ed-06d36fac5761,876,107,2,Yes,1,2056,media\Comments-cc6df6e2-6a5a-496e-a5ed-06d36fac5761.csv,acres,.85000002,,,,,.8500000238418579102,1,3,1,2,3,3,11,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,Don't know,Lower,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,31,2,3,5,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,5,400,400,0,06mar2017 22:59:14,06mar2017 03:16:57,06mar2017 11:02:07,,,,,,,,,,,,,,,,,,,,,,,,
uuid:7a2ce5fd-1bbb-4048-8139-671772bed7d4,883,107,2,Yes,1,1986,,acres,1,,,,,1,0,3,1,1,2,13,3,Yes,DAP,,CAN (26:0:0),,None,,25,kg,5,gorogoro,,,2,8,3,3,3,4,7,Farmer has no idea,,,,,,,,The same as others,False,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,31,5,5,A little higher than others,Rarely,The same as others,1,3,No,Trust the product a lot,,,,,,,1,3,No,Completely trust their product,N/A,Yes,Completely trust their product,N/A,Yes,Completely trust their product,,,,,,,,,,,,,,60,44,5,2000,1500,1500,06mar2017 22:59:15,06mar2017 04:45:04,06mar2017 11:00:44,63,,,61,2,1,58,,,33,1,1,32,,,29,4,1,1,,,1,7,1
uuid:aea96894-ef69-454c-8dca-f18b847fe724,594,33,2,Yes,4,1995,,acres,1.5,,,,,1.5,2.5,6,2,4,7,2,5,Yes,DAP,,CAN (26:0:0),,None,,50,kg,50,kg,,,2.5,6,2,2,1,5,10,Farmer has no idea,,,,,,,,A little more than others,False,Lower,Not-acidic,50,50,When plant is knee high,Don't know,Don't know,1 2,1,5,5,Much higher than others,Very often,A little more than others,1,4 kilometer,No,Trust the product a lot,,,,,,,1,4 km,No,Trust the product a lot,N/A,No,Do not trust product at all,N/A,No,Do not trust product at all,,,,,,,,,,,,,,60,44,5,2800,2000,0,06mar2017 22:59:38,06mar2017 01:39:59,06mar2017 11:20:46,77,,,76,2,1,53,,,40,1,1,48,,,42,4,1,84,,,67,7,1
uuid:9a553057-114e-4a00-be9e-1a5f831a64fa,880,107,2,Yes,4,1802,,acres,.40000001,,,,,.4000000059604644775,0,5,0,5,2,3,10,Yes,DAP,,CAN (26:0:0),,None,,10,kg,50,kg,,,0,7,3,3,4,8,2,Farmer has no idea,,,,,,,,A lot more than others,True,The same,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,31,31,8,5,About same as others,Sometimes,The same as others,1,5 km,Yes,Trust somewhat,,,,,,,1,4 km,No,Trust somewhat,5 km,No,Have some doubts about product,N/A,No,Do not trust product at all,,,,,,,,,,,,,,60,44,5,1000,650,0,06mar2017 22:59:42,06mar2017 03:34:24,06mar2017 11:26:24,15,,,24,4,1,39,,,10,5,1,50,,,44,9,1,78,,,59,4,1
uuid:25320dea-5921-453c-9049-54633f26a5cd,874,107,2,Yes,4,1492,,acres,.69999999,,,,,.6999999880790710449,4,7,1,1,1,0,17,Yes,DAP,,CAN (26:0:0),,None,,90,kg,75,kg,,,12,17,4,2,2,0,12,Farmer has no idea,,,,,,,,A lot more than others,True,Lower,Not-acidic,50,50,When plant is knee high,1-2 months before planting,Reduces acidity of soil,1 2 3,1 2,9,5,A little higher than others,Sometimes,A little more than others,2,8 km,No,Trust the product a lot,8 km,No,Completely trust their product,,,,1,8 km,No,Completely trust their product,N/A,No,Trust somewhat,N/A,No,Do not trust product at all,,,,,,,,,,,,,,60,44,5,3000,2000,0,06mar2017 22:59:44,06mar2017 05:15:07,06mar2017 11:23:27,80,9,,46,2,1,23,4,,36,1,1,50,14,,42,4,1,20,15,,12,7,1
uuid:238c1449-d974-498f-aa6b-ee980c08d8ef,597,33,2,Yes,3,2371,,acres,1.3,,,,,1.29999995231628418,1.5,3,3,3,4,5,5,Yes,DAP,,UREA (46:0:0),,manure,,35,kg,20,kg,40,wheelbarrow,4,9,2,3,4,4,7,Farmer has no idea,,,,,,,,The same as others,True,Lower,Not-acidic,50,50,When plant is knee high,Don't know,Makes soil drain better,2 3,2 4 31,7,5,Much higher than others,Never,A lot less than others,1,8 km,No,Trust the product a lot,,,,,,,1,8 km,No,Trust the product a lot,xxxxxxx xxxxxx,No,Completely trust their product,N/A Xxxxxx xxxxxx xxxxxxx,No,Trust the product a lot,,,,,,,,,,,,,,60,44,5,2500,1250,1250,06mar2017 22:59:49,06mar2017 00:44:07,06mar2017 09:10:27,42,,,44,8,2,28,,,24,7,2,1,,,2,10,2,68,,,48,9,2
uuid:2c07927f-1cd2-42ec-a69b-7a328c4806ca,875,107,2,Yes,3,2402,,acres,1.5,,,,,1.5,1,4,3,4,3,4,6,Yes,DAP,,UREA (46:0:0),,None,,10,kg,2,kg,,,2,6,2,4,5,3,6,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,50,25,When plant is knee high,Don't know,Kills pests,3,2,5,5,A little higher than others,Sometimes,The same as others,0,,,,,,,,,,1,2 km,No,Trust the product a lot,N/A,Yes,Trust the product a lot,N/A,Yes,Trust the product a lot,,,,,,,,,,,,,,60,44,5,2500,1200,1300,06mar2017 22:59:54,06mar2017 02:31:06,06mar2017 09:59:38,,,,8,2,1,,,,7,1,1,,,,29,4,1,,,,30,7,1
uuid:496eb3da-4e8a-47f6-98a2-042ae6bb1867,878,107,2,Yes,3,3854,,acres,1,,,,,1,.60000002,6,2,5,3,4,6,Yes,DAP,,manure,,UREA (46:0:0),,5,gorogoro,10,wheelbarrow,4,gorogoro,1,8,3,4,3,4,6,Proceed,1.5,11,2,4,3,5,6,The same as others,True,Lower,Don't know,50,30,When plant is knee high,Don't know,Don't know,4,2 3,5,5,A little less than others,Rarely,A little less than others,1,3 km,Yes,Completely trust their product,,,,,,,1,3 km,Yes,Trust the product a lot,N/A,No,Trust the product a lot,N/A,No,Trust the product a lot,,,,,,,,,,,,,,60,44,5,2500,2000,500,06mar2017 22:59:56,06mar2017 04:03:09,06mar2017 10:01:44,3,,,7,2,1,10,,,8,1,1,32,,,29,4,1,67,,,47,7,1
uuid:f693010c-cca7-4e5b-a21a-09b0bca0735d,583,32,2,Yes,2,1498,media\Comments-f693010c-cca7-4e5b-a21a-09b0bca0735d.csv,acres,.5,,,,,.5,2.5,4,4,4,4,4,4,Yes,DAP,,CAN (26:0:0),,None,,4,kg,2,kg,,,3,5,4,4,4,4,4,Farmer has no idea,,,,,,,,The same as others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,4,6,About same as others,Sometimes,The same as others,1,4 km,No,Trust the product a lot,,,,,,,1,6,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,07mar2017 12:32:53,07mar2017 00:27:09,07mar2017 12:24:01,28,,,16,,,20,,,20,,,14,,,43,,,45,,,7,,
uuid:7193e290-c87f-457f-9563-5637f30bfbbf,583,32,2,Yes,2,1617,media\Comments-7193e290-c87f-457f-9563-5637f30bfbbf.csv,acres,.5,,,,,.5,2.5,4,4,4,4,4,4,Yes,DAP,,CAN (26:0:0),,None,,4,kg,2,kg,,,3,5,4,4,4,4,4,Farmer has no idea,,,,,,,,The same as others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,4,6,About same as others,Sometimes,The same as others,1,4 km,No,Trust the product a lot,,,,,,,1,6,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,08mar2017 11:36:38,07mar2017 00:27:09,08mar2017 11:21:28,28,,,16,,,20,,,20,,,14,,,43,,,45,,,7,,
uuid:7cdf0b26-5c87-464b-b18f-66c581fe4b9c,2333,32,2,Yes,2,1519,,acres,1,,,,,1,1.5,2,0,0,6,4,10,Yes,DAP,,UREA (46:0:0),,manure,,8,kg,8,kg,30,wheelbarrow,3.5,4,0,0,0,10,10,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Not-acidic,10,10,When plant is knee high,Don't know,Don't know,2,5,10,10,A little less than others,Rarely,A little less than others,2,8,No,Completely trust their product,3,No,Completely trust their product,,,,1,3,Yes,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2000,3000,0,08mar2017 11:36:39,07mar2017 02:33:28,07mar2017 12:13:57,19,1,,75,,,20,7,,20,,,1,12,,41,,,4,3,,23,,
uuid:f58a4874-dc51-482f-8b47-dadf6736b4ac,584,32,2,Yes,2,1349,media\Comments-f58a4874-dc51-482f-8b47-dadf6736b4ac.csv,acres,.75,,,,,.75,.5,2,4,4,3,3,6,Yes,manure,,None,,,,5,wheelbarrow,,,,,1.5,2.5,3,5,5,3,4,Farmer has no idea,,,,,,,,A little less than others,False,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,31,31,6,10,A lot less than others,Never,A little less than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,5,3000,2000,0,08mar2017 11:36:40,07mar2017 04:23:06,07mar2017 12:16:24,,,,,,,,,,,,,,,,,,,,,,,,
uuid:cedb41f7-6312-42bc-9e93-dd238c37681e,565,32,2,Yes,2,1561,,acres,2.5,,,,,2.5,3,4,3,3,4,4,6,Yes,DAP,,UREA (46:0:0),,manure,,3,50 kg bags,2.5,50 kg bags,3,wheelbarrow,4,4.5,4,4,4,4,4,Farmer has no idea,,,,,,,,A lot more than others,True,Lower,Not-acidic,50,100,When plant is knee high,Don't know,Don't know,2 4,31,10,10,A little higher than others,Sometimes,A little less than others,2,8 km,No,Completely trust their product,10,No,Completely trust their product,,,,1,10,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,5000,0,0,08mar2017 11:36:42,07mar2017 06:06:07,07mar2017 12:19:52,29,13,,37,,,20,1,,20,,,49,1,,2,,,12,13,,8,,
uuid:9cf57655-d658-4e6b-a0bf-840714239090,574,32,2,Yes,2,1452,,acres,1,,,,,1,5,7,5,0,7,0,8,Yes,CAN (26:0:0),,None,,,,30,kg,,,,,7,11,5,0,5,0,10,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,2,31,5,10,A little higher than others,Sometimes,A little less than others,2,1 km,No,Completely trust their product,6,No,Completely trust their product,,,,1,0.5,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,08mar2017 11:36:43,08mar2017 00:15:08,08mar2017 11:24:31,26,2,,81,,,20,1,,20,,,14,13,,13,,,87,6,,72,,
uuid:96fdf0a5-6bea-498e-86c6-435f65b1863e,572,32,2,Yes,1,2570,media\Comments-96fdf0a5-6bea-498e-86c6-435f65b1863e.csv,acres,.25,,,,,.25,0,.5,0,0,1,1,18,Yes,DAP,,UREA (46:0:0),,manure,,2,gorogoro,2,gorogoro,5,wheelbarrow,.5,1.5,1,3,3,8,5,Farmer has no idea,,,,,,,,A little more than others,Don't know,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 3,1 2 5,5,10,About same as others,Sometimes,The same as others,0,,,,,,,,,,1,7,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,08mar2017 22:51:33,06mar2017 23:50:48,07mar2017 09:46:02,,,,61,,,,,,33,,,,,,44,,,,,,1,,
uuid:de018c07-2bca-48bf-8986-f1fb68faf2fc,562,32,2,Yes,1,53374,media\Comments-de018c07-2bca-48bf-8986-f1fb68faf2fc.csv,acres,.30000001,,,,,.3000000119209289551,.25,3,1,2,5,7,5,Yes,DAP,,UREA (46:0:0),,None,,8,kg,8,kg,,,4,6,3,5,4,5,3,Proceed,4,10,2,3,7,5,3,A lot more than others,False,Lower,Not-acidic,-99,-99,When plant is knee high,1-2 months before planting,Reduces acidity of soil,2 3,31,6,4,About same as others,Never,A lot less than others,2,12,No,Completely trust their product,6,Yes,Have some doubts about product,,,,1,6,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,1000,1000,3000,08mar2017 22:51:35,07mar2017 02:15:47,07mar2017 23:46:46,63,10,,61,,,48,3,,33,,,1,13,,43,,,1,1,,68,,
uuid:733f53ce-9b4d-4545-8a37-aa2fbf64798f,582,32,2,Yes,1,1777,media\Comments-733f53ce-9b4d-4545-8a37-aa2fbf64798f.csv,acres,.51999998,,,,,.5199999809265136719,.5,3.5,0,1,5,7,7,Yes,DAP,,CAN (26:0:0),,manure,,25,kg,22,kg,5,wheelbarrow,2,5.5,1,1,3,6,9,Farmer has no idea,,,,,,,,A lot more than others,False,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2 3,2 5,10,10,A little higher than others,Sometimes,A little less than others,2,3,Yes,Completely trust their product,6,Yes,Trust the product a lot,,,,2,3,Yes,Completely trust their product,6,Yes,Completely trust their product,,,,,,,,,,,,,,,,,60,44,5,3000,2000,0,08mar2017 22:51:39,07mar2017 04:18:14,07mar2017 09:53:01,63,10,,61,5,,40,3,,33,3,,46,13,,40,8,,80,7,,61,1,
uuid:276afc7f-339f-414f-b780-cb36f3b7ec31,560,32,2,Yes,1,1345,media\Comments-276afc7f-339f-414f-b780-cb36f3b7ec31.csv,acres,1.25,,,,,1.25,0,2,0,0,2,3,15,Yes,DAP,,UREA (46:0:0),,None,,5,gorogoro,5,gorogoro,,,2,5,2,2,5,7,4,Farmer has no idea,,,,,,,,A little less than others,False,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 3,31,10,10,About same as others,Rarely,The same as others,2,7,Yes,Trust the product a lot,2,Yes,Completely trust their product,,,,1,7,Yes,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2000,3000,0,08mar2017 22:51:41,07mar2017 06:13:00,07mar2017 09:55:42,63,10,,61,,,40,3,,15,,,49,6,,43,,,1,1,,37,,
uuid:fe2fec84-2f8f-4597-8d37-53b6fe1d5bdd,571,32,2,Yes,1,2119,media\Comments-fe2fec84-2f8f-4597-8d37-53b6fe1d5bdd.csv,acres,1,,,,,1,.25,1.5,1,3,3,5,8,Yes,DAP,,CAN (26:0:0),,UREA (46:0:0),,5,gorogoro,5,gorogoro,7,gorogoro,3,8,5,7,5,2,1,Farmer has no idea,,,,,,,,The same as others,False,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 5,5,7,About same as others,Rarely,The same as others,1,6.5,No,Trust the product a lot,,,,,,,2,6.5,No,Completely trust their product,6.5,No,Trust the product a lot,,,,,,,,,,,,,,,,,60,44,5,3000,2000,0,08mar2017 22:51:43,07mar2017 23:46:55,08mar2017 00:22:14,63,,,61,5,,59,,,33,6,,50,,,43,8,,1,,,69,1,
uuid:ffc7e513-5140-42c4-a63c-a87cc2e17aa4,585,32,2,Yes,4,934,,acres,1,,,,,1,1,2,1,2,5,0,12,Yes,DAP,,CAN (26:0:0),,None,,50,kg,50,kg,,,1.4,3.5,6,2,8,2,2,Farmer has no idea,,,,,,,,A little more than others,False,Lower,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,2 3,5,8,5,About same as others,Sometimes,The same as others,1,6 km,No,Completely trust their product,,,,,,,1,6.5 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,08mar2017 22:52:52,07mar2017 00:19:23,07mar2017 00:34:57,80,,,68,,,5,,,3,,,50,,,44,,,18,,,9,,
uuid:aa69e45c-5f2f-47e3-89f1-9331f4e11823,2305,32,2,Yes,4,1117,,acres,.5,,,,,.5,.5,2,6,1,1,1,11,Yes,DAP,,UREA (46:0:0),,CAN (26:0:0),,24,kg,30,kg,30,kg,4,6,2,3,10,3,2,Proceed,4,6,2,3,10,3,2,The same as others,True,The same,Not-acidic,50,50,When plant is knee high,At planting,Reduces acidity of soil,1 2,5,5,5,About same as others,Sometimes,The same as others,1,8 km,No,Completely trust their product,,,,,,,1,8 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,5,3200,1800,0,08mar2017 22:52:54,07mar2017 02:10:53,07mar2017 02:29:31,64,,,26,,,37,,,32,,,50,,,44,,,86,,,70,,
uuid:9c4c7328-e4d8-4159-9aa1-8718105876d0,2301,32,2,Yes,4,1167,,acres,.25,,,,,.25,1,2,12,2,2,2,2,Yes,DAP,,CAN (26:0:0),,None,,14,kg,14,kg,,,2,4,2,1,1,12,4,Farmer has no idea,,,,,,,,A little more than others,True,The same,Not-acidic,50,50,When plant is knee high,Don't know,Reduces acidity of soil,2 3,2 3 5,10,5,Much higher than others,Never,A little less than others,1,6 km,No,Completely trust their product,,,,,,,1,6 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,08mar2017 22:52:56,07mar2017 03:16:27,07mar2017 03:35:54,75,,,35,,,33,,,29,,,55,,,42,,,80,,,60,,
uuid:1f26ab21-4d6b-4cc2-9d37-9bb16e1b3bcf,556,32,2,Yes,4,860,,acres,.25,,,,,.25,.1,2,1,1,1,15,2,Yes,DAP,,UREA (46:0:0),,None,,25,kg,50,kg,,,0,1,1,1,3,12,3,Farmer has no idea,,,,,,,,A little more than others,True,The same,Somewhat acidic,-99,-99,When plant is knee high,Don't know,Makes soil drain better,2 3,31,8,4,A little higher than others,Rarely,A little more than others,1,5 km,No,Completely trust their product,,,,,,,1,2 km,No,Trust somewhat,,,,,,,,,,,,,,,,,,,,60,44,5,3000,2000,0,08mar2017 22:52:58,07mar2017 04:40:16,07mar2017 04:54:36,44,,,52,,,11,,,9,,,1,,,41,,,69,,,66,,
uuid:5b444455-f2cb-4140-a5ad-18515703cc1b,555,32,2,Yes,4,1051,,acres,3,,,,,3,8,12,2,1,8,2,7,Yes,DAP,,CAN (26:0:0),,None,,50,kg,100,kg,,,15,20,10,2,2,2,4,Farmer has no idea,,,,,,,,A lot more than others,True,Higher,Not-acidic,90,50,When plant is knee high,Don't know,Reduces acidity of soil,2 3 4,1 2 3,7,8,Much higher than others,Never,A lot less than others,1,6 km,No,Completely trust their product,,,,,,,1,6 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,2000,3000,0,08mar2017 22:52:59,08mar2017 00:03:40,08mar2017 00:21:11,82,,,70,,,38,,,32,,,50,,,44,,,79,,,60,,
uuid:16a21684-ca30-4057-814f-cf0580cab25b,570,32,2,Yes,3,1622,,acres,1,,,,,1,2,11,3,6,4,3,4,Yes,DAP,,UREA (46:0:0),,None,,50,kg,50,kg,,,4,15,4,3,1,5,7,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,50,-99,When plant is knee high,Don't know,Don't know,2 3,2,5,5,Much higher than others,Rarely,A little more than others,1,0.5 km,No,Trust the product a lot,,,,,,,1,0.5 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,08mar2017 22:55:13,06mar2017 23:47:56,08mar2017 22:52:40,95,,,83,,,35,,,31,,,15,,,14,,,44,,,29,,
uuid:20511568-abb5-4f01-90e3-44da5501f625,568,32,2,Yes,3,1037,,acres,1.5,,,,,1.5,2,5,3,5,3,4,5,Yes,manure,,None,,,,10,wheelbarrow,,,,,2,6,2,4,3,5,6,Farmer has no idea,,,,,,,,A lot more than others,True,Lower,Somewhat acidic,50,25,When plant is knee high,Don't know,Don't know,2 3,31,8,4,A little higher than others,Sometimes,A little less than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,5,3000,1700,300,08mar2017 22:55:17,07mar2017 01:02:26,08mar2017 22:52:50,,,,,,,,,,,,,,,,,,,,,,,,
uuid:3067f6ee-4268-4b3b-9494-21b11a9c8e36,557,32,2,Yes,3,1531,,acres,1.5,,,,,1.5,0,2,3,5,4,4,4,Yes,DAP,,CAN (26:0:0),,None,,25,kg,25,kg,,,1,5,2,5,4,3,6,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,3,2 3,4,5,A lot less than others,Sometimes,The same as others,1,5 km,Yes,Completely trust their product,,,,,,,1,2 km,Yes,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,5,2500,2500,0,08mar2017 22:55:18,07mar2017 02:41:15,08mar2017 22:53:01,58,,,25,,,40,,,33,,,50,,,4,,,85,,,11,,
uuid:c1f7730b-3408-486c-8a57-85038c85d456,573,32,2,Yes,3,1262,,acres,.5,,,,,.5,.5,4,2,3,4,4,7,Yes,DAP,,UREA (46:0:0),,None,,20,kg,8,kg,,,1,6,4,2,5,4,5,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,3,31,5,5,A little higher than others,Sometimes,The same as others,1,10 km,No,Trust the product a lot,,,,,,,1,10 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,5,5000,0,0,08mar2017 22:55:20,07mar2017 04:36:47,08mar2017 22:53:11,48,,,77,,,40,,,33,,,15,,,14,,,44,,,29,,
